review,clean_review,tokens
first review maybe im not a toner kinda gal because i feel like im just wasting my time and money on some weird water stephowever this product doesnt cause any issues its fine im going to continue to use it twice daily but i dont think ill repurchase it but thats probably because i dont think i find the toner step necessarybut no issues with the actual product just personal preferenceupdated review i repurchased this this is so good for sensitive skin it feels like nothing which lead me to believe it wasnt good but after using another gentle toner i realized this one was way better for me ill continue to use this i also put it on top of skin that was inflamed on my neck and chest along with the serum and by morning the redness and pain was gone highly recommend updated review 4 stars,first review maybe im not toner kinda gal feel like im wasting time money weird water stephowever product doesnt cause issues fine im going continue use twice daily dont think ill repurchase thats probably dont think find toner step necessarybut no issues actual product personal preferenceupdated review repurchased good sensitive skin feels like nothing lead believe wasnt good using another gentle toner realized one way better ill continue use also put top skin inflamed neck chest along serum morning redness pain gone highly recommend updated review 4 stars,"['first', 'review', 'maybe', 'im', 'not', 'toner', 'kinda', 'gal', 'feel', 'like', 'im', 'wasting', 'time', 'money', 'weird', 'water', 'stephowever', 'product', 'doesnt', 'cause', 'issues', 'fine', 'im', 'going', 'continue', 'use', 'twice', 'daily', 'dont', 'think', 'ill', 'repurchase', 'thats', 'probably', 'dont', 'think', 'find', 'toner', 'step', 'necessarybut', 'no', 'issues', 'actual', 'product', 'personal', 'preferenceupdated', 'review', 'repurchased', 'good', 'sensitive', 'skin', 'feels', 'like', 'nothing', 'lead', 'believe', 'wasnt', 'good', 'using', 'another', 'gentle', 'toner', 'realized', 'one', 'way', 'better', 'ill', 'continue', 'use', 'also', 'put', 'top', 'skin', 'inflamed', 'neck', 'chest', 'along', 'serum', 'morning', 'redness', 'pain', 'gone', 'highly', 'recommend', 'updated', 'review', '4', 'stars']"
i bought this and the centella unscented serum one or both of them caused me to have red irritated skin and strangely dried my skin out even worse the next day ive used purito products before and havent had this happen i cant figure out which ingredient it was that did it but i dont have time to do the process of elimination so throwing them both in the trash what a waste wont be repurchasing made my skin dry irritated and red,bought centella unscented serum one caused red irritated skin strangely dried skin even worse next day ive used purito products havent happen cant figure ingredient dont time process elimination throwing trash waste wont repurchasing made skin dry irritated red,"['bought', 'centella', 'unscented', 'serum', 'one', 'caused', 'red', 'irritated', 'skin', 'strangely', 'dried', 'skin', 'even', 'worse', 'next', 'day', 'ive', 'used', 'purito', 'products', 'havent', 'happen', 'cant', 'figure', 'ingredient', 'dont', 'time', 'process', 'elimination', 'throwing', 'trash', 'waste', 'wont', 'repurchasing', 'made', 'skin', 'dry', 'irritated', 'red']"
took to this vegas  fit great  always loved thayers toners ,took vegas fit great always loved thayers toners,"['took', 'vegas', 'fit', 'great', 'always', 'loved', 'thayers', 'toners']"
this facial toner is great i have used many others but this one makes my face feel the softest by far i also like the rose scent i am sensitive to strong smells so i have to be careful when purchasing these sorts of products this one has a nice light scent so it doesnt flare up my asthma i highly recommend this product ,facial toner great used many others one makes face feel softest far also like rose scent sensitive strong smells careful purchasing sorts products one nice light scent doesnt flare asthma highly recommend product,"['facial', 'toner', 'great', 'used', 'many', 'others', 'one', 'makes', 'face', 'feel', 'softest', 'far', 'also', 'like', 'rose', 'scent', 'sensitive', 'strong', 'smells', 'careful', 'purchasing', 'sorts', 'products', 'one', 'nice', 'light', 'scent', 'doesnt', 'flare', 'asthma', 'highly', 'recommend', 'product']"
i recently tried a witch hazel toner and it has quickly become a staple in my skincare routine the toner has a light refreshing scent and a clear watery texture that feels soothing on the skin it effectively removes residual makeup and impurities without leaving my skin feeling dry or tight it also has many uses for the body highly recommend it ,recently tried witch hazel toner quickly become staple skincare routine toner light refreshing scent clear watery texture feels soothing skin effectively removes residual makeup impurities without leaving skin feeling dry tight also many uses body highly recommend,"['recently', 'tried', 'witch', 'hazel', 'toner', 'quickly', 'become', 'staple', 'skincare', 'routine', 'toner', 'light', 'refreshing', 'scent', 'clear', 'watery', 'texture', 'feels', 'soothing', 'skin', 'effectively', 'removes', 'residual', 'makeup', 'impurities', 'without', 'leaving', 'skin', 'feeling', 'dry', 'tight', 'also', 'many', 'uses', 'body', 'highly', 'recommend']"
this product has been on the market for nearly 100 years great hydration and highly recommended by my dermatologist  i use it morning and at night with just a little on a cotton ball and it actually now has done away with very fine lines  so glad i can actually have it shipped by amazon in the past i would only get it from amazon at a whole foods store but now amazon will send out  definitely a winwin ,product market nearly 100 years great hydration highly recommended dermatologist use morning night little cotton ball actually done away fine lines glad actually shipped amazon past would get amazon whole foods store amazon send definitely winwin,"['product', 'market', 'nearly', '100', 'years', 'great', 'hydration', 'highly', 'recommended', 'dermatologist', 'use', 'morning', 'night', 'little', 'cotton', 'ball', 'actually', 'done', 'away', 'fine', 'lines', 'glad', 'actually', 'shipped', 'amazon', 'past', 'would', 'get', 'amazon', 'whole', 'foods', 'store', 'amazon', 'send', 'definitely', 'winwin']"
its fine got for travel ,fine got travel,"['fine', 'got', 'travel']"
this is a great astringent and also helps soothe skin after removing adhesive bandages the scent is pleasant and not overpowering too ,great astringent also helps soothe skin removing adhesive bandages scent pleasant not overpowering,"['great', 'astringent', 'also', 'helps', 'soothe', 'skin', 'removing', 'adhesive', 'bandages', 'scent', 'pleasant', 'not', 'overpowering']"
the toner itself its great i can just never enjoy the full bottle because it leaks when i travel even when its shut and even when i only carryon because of this i will be switching toners the cap is just not reliable great but bottle sucks,toner great never enjoy full bottle leaks travel even shut even carryon switching toners cap not reliable great bottle sucks,"['toner', 'great', 'never', 'enjoy', 'full', 'bottle', 'leaks', 'travel', 'even', 'shut', 'even', 'carryon', 'switching', 'toners', 'cap', 'not', 'reliable', 'great', 'bottle', 'sucks']"
"
                
            
                
            
            
        
    
    








  
  
    i like it its one of my favorites it is absorbed very quickly the skin feels moisturized for a very long time i liked it so much",like one favorites absorbed quickly skin feels moisturized long time liked much,"['like', 'one', 'favorites', 'absorbed', 'quickly', 'skin', 'feels', 'moisturized', 'long', 'time', 'liked', 'much']"
i have recently been really upgrading my skincare routine  especially with korean skin care productsi know toners are a huge part of that and this one is lovely my skin loves it its hydrating but it also does so much more than that in regards to actually taking of the skin tone large pores redness irritation and the biggest one break outs it is super lightweight too my skin just feels really good after applying it a must have for combination skin,recently really upgrading skincare routine especially korean skin care productsi know toners huge part one lovely skin loves hydrating also much regards actually taking skin tone large pores redness irritation biggest one break outs super lightweight skin feels really good applying must combination skin,"['recently', 'really', 'upgrading', 'skincare', 'routine', 'especially', 'korean', 'skin', 'care', 'productsi', 'know', 'toners', 'huge', 'part', 'one', 'lovely', 'skin', 'loves', 'hydrating', 'also', 'much', 'regards', 'actually', 'taking', 'skin', 'tone', 'large', 'pores', 'redness', 'irritation', 'biggest', 'one', 'break', 'outs', 'super', 'lightweight', 'skin', 'feels', 'really', 'good', 'applying', 'must', 'combination', 'skin']"
one of the best toner ive ever had i have combination skin so ive been looking for the toner which has enough moisture light texture but also not too watery its just perfect on my skin im so picky for skincare products but definitely buy this again ,one best toner ive ever combination skin ive looking toner enough moisture light texture also not watery perfect skin im picky skincare products definitely buy,"['one', 'best', 'toner', 'ive', 'ever', 'combination', 'skin', 'ive', 'looking', 'toner', 'enough', 'moisture', 'light', 'texture', 'also', 'not', 'watery', 'perfect', 'skin', 'im', 'picky', 'skincare', 'products', 'definitely', 'buy']"
this stuff is so good its only been like 2 days in combination of retinol obviously not at the same time and with the bafidia barrier cream will give the glass skin youve been dreaming of ,stuff good like 2 days combination retinol obviously not time bafidia barrier cream give glass skin youve dreaming,"['stuff', 'good', 'like', '2', 'days', 'combination', 'retinol', 'obviously', 'not', 'time', 'bafidia', 'barrier', 'cream', 'give', 'glass', 'skin', 'youve', 'dreaming']"
as toner and it moisturizes skin ,toner moisturizes skin,"['toner', 'moisturizes', 'skin']"
made my rosacea flare badly also got bumps not for sensitive skin,made rosacea flare badly also got bumps not sensitive skin,"['made', 'rosacea', 'flare', 'badly', 'also', 'got', 'bumps', 'not', 'sensitive', 'skin']"
i have been using manyo factory product for a year now this particular toner works great on my acne prone skin i always follow up with manyo glactomy serum really does wonders  for me  great product even for acne prone skin,using manyo factory product year particular toner works great acne prone skin always follow manyo glactomy serum really wonders great product even acne prone skin,"['using', 'manyo', 'factory', 'product', 'year', 'particular', 'toner', 'works', 'great', 'acne', 'prone', 'skin', 'always', 'follow', 'manyo', 'glactomy', 'serum', 'really', 'wonders', 'great', 'product', 'even', 'acne', 'prone', 'skin']"
